DisplayName;team;position;underposition;sessionDate;sessionType;allMaxSpeed;distanceTotal;distanceZ5Abs;distanceZ6Abs;maxSpeed;totalTime;entriesZ6Abs;Saison;
JOUEUR 03;Pro2;Attaquant;;17/03/2024;Match Day;35;11204,58356;1062,295948;725,0076485;9,64167438;6022,500009;37;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;07/09/2025;Match Day;35;12065,16499;697,1134198;647,2230882;9,59167434;8206,499991;;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;22/03/2025;Match Day;35;9852,961911;805,8395921;643,2951135;9,77223004;6063,199998;35;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;23/01/2025;Match Day -3;34,6;3611,70097;181,8439326;600,6530312;8,27645662;1915,500001;1;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;13/09/2025;Match Day;35;11242,04717;803,6704032;561,5536811;5,969849236;7200;27;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;10/03/2024;Match Day;35;10132,27665;717,2022748;552,8796534;9,93889684;5764,899997;31;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;17/08/2024;Friendly Match;35;9876,458244;721,1447551;543,8840611;10,15834146;5688,600002;27;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;10/11/2024;Match Day;37,37;10141,52432;731,3253662;543,6948938;9,92778572;5796,599993;28;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;14/09/2024;Match Day;35;9417,17381;749,9610068;527,4249668;9,26111852;5830,899999;33;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;09/11/2024;Match Day;35;10204,89858;833,8199799;522,2721358;9,67500774;5625,200001;32;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;23/11/2024;Match Day;35;8979,140349;754,3968861;505,4520759;9,66389662;5280,699995;30;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;10/09/2023;Match Day;35;9797,595956;566,5831024;499,3639791;9,22500738;5382,400001;26;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;08/03/2025;Match Day;35;8055,089785;588,1627619;496,1272793;9,61945214;4623,399993;21;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;09/02/2025;Match Day;33,9;11181,62264;741,9579745;493,9521551;9,32500746;5951,800003;25;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;15/12/2024;Match Day;37,37;11206,08954;926,323255;477,82144;10,38056386;5952,299999;19;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;10/11/2024;Match Day;33,9;10647,4954;889,9404545;466,5802104;9,20000736;5954,200005;21;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;05/10/2024;Match Day;35;8005,491299;631,2648559;456,8405015;9,49722982;4319,200005;23;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;19/10/2024;Match Day;35;11152,38143;900,5434259;456,1693304;9,50834094;5753,799991;25;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;19/08/2023;Friendly Match;35;8352,1821;595,4164151;452,9680354;8,85556264;4441,500009;23;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;29/09/2024;Match Day;35;8821,743163;585,4983392;444,6504403;9,85000788;5841,700007;24;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;09/03/2024;Match Day;36,3;10871,10656;967,9968537;443,3420414;9,75278558;5499,200004;24;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;01/10/2023;Match Day;35;9387,82482;580,5558989;438,5519882;9,70000776;5719,300006;24;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;17/02/2024;Match Day;35;10824,33635;706,8511359;437,736171;9,82778564;5661,499994;20;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;27/01/2024;Match Day;37,37;9710,250561;721,1499582;425,4910949;9,43334088;5771,099992;22;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;28/10/2024;Match Day;35;7898,929499;587,8067351;425,0739543;9,67500774;4575,599996;22;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;28/04/2024;Match Day;33,9;9811,691768;752,7113833;422,1959017;8,94722938;5302,300003;26;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;19/01/2025;Match Day;35;9642,497668;859,9147848;419,5620822;9,37222972;5815,300003;21;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;22/02/2025;Match Day;35;10382,28292;951,8008104;415,9004802;9,04722946;5872,999997;23;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;20/10/2024;Match Day;37,37;9928,123451;586,1900563;412,5746574;9,69722998;6218,999994;17;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;24/11/2024;Match Day;36,3;8698,203331;659,4895025;405,4210026;9,5138965;4985,799999;21;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;12/01/2025;Match Day;35;9754,56091;670,4791328;405,0260286;9,6111188;6216,999886;26;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;16/02/2025;Match Day;35;7231,551247;640,2316293;402,91171;9,53334096;3883,199996;23;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;13/10/2024;Match Day;35;8109,766044;686,389577;402,5658265;9,3750075;4653,200002;23;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;05/08/2024;Pre saison;32,8;6909,800585;1737,197598;398,3066741;8,78334036;2957,299994;12;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;15/03/2025;Match Day;35;9303,788466;572,1714486;391,9212853;9,88056346;5755,900003;18;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;25/11/2023;Match Day;33,2;10745,84928;751,8454474;382,77497;9,18334068;5781,399996;20;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;17/09/2023;Match Day;35;10047,14943;671,9473495;380,7584913;9,44167422;5747,199998;22;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;12/09/2024;Match Day -2;36,3;4689,572666;386,297443;379,3837749;9,10556284;4448,299991;19;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;14/09/2024;Match Day;37,37;10015,58445;790,6199712;378,6523678;9,6388966;5830,899999;23;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;12/04/2025;Match Day;35;10010,02866;761,8509859;377,8307456;9,6388966;5935,500002;24;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;11/02/2024;Match Day;35;9853,02636;629,7019803;376,486723;9,46667424;5835,800001;21;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;15/09/2024;Match Day;36,3;10660,78623;894,7826884;373,9011302;9,41111864;5863,199999;23;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;01/06/2024;Match Day;33,2;9819,897381;576,9925772;373,1058143;9,07778504;5320,099993;19;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;14/04/2024;Match Day;36,3;10242,43621;729,7531213;372,3173497;9,80000784;5849,100003;23;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;10/05/2025;Match Day;37,37;10215,0798;604,2534992;371,7686957;9,91945238;6127,099995;15;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;13/01/2024;Friendly Match;36,3;10741,50718;1151,883537;370,3301834;9,44722978;5265,999994;20;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;04/04/2024;Match Day -3;35;5543,603427;469,4616845;368,8510902;15,69215539;4320;25;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;28/04/2024;Match Day;36,3;9219,768979;822,0978558;363,9688636;10,09167474;4935,400001;17;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;19/11/2023;Match Day;37,37;10489,48082;723,4430917;363,6260407;9,43611866;5914,300009;18;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;25/01/2025;Match Day;35;10124,71462;848,0040265;362,4549048;9,30278522;5525,299994;20;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;26/07/2025;Friendly Match;35;9859,046111;543,9552994;360,5797549;9,9722302;7397,199987;20;2025 - 2026;
JOUEUR 06;U19;Attaquant;Aillier Droit;26/01/2025;Match Day;33,9;10227,65586;832,9080631;359,5273399;9,31389634;5703,099995;19;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;06/02/2025;Match Day -2;35;5834,98704;447,0746487;357,6805545;9,16111844;5095;18;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;04/05/2024;Match Day;37,37;11209,32235;1031,789918;353,6219725;10,4305639;5954,199995;15;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;23/08/2025;Match Day;37,37;7797,897949;646,4985128;351,996791;9,58611878;4837,299999;21;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;24/09/2023;Match Day;37,37;8253,858443;610,1812209;351,5582175;9,4305631;4752,999994;13;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;24/11/2024;Match Day;37,37;10637,87023;931,960431;349,9662487;9,75278558;6154,400001;18;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;29/09/2024;Match Day;37,37;9699,503533;673,0857635;343,2335994;9,34167414;5841,700007;17;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;16/11/2024;Match Day;36,3;9906,612409;738,3369151;342,4294555;9,17222956;5761,899999;18;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;12/10/2025;Match Day;35;8926,360249;533,6376071;340,4317617;9,67778552;5967,299998;18;2025 - 2026;
JOUEUR 04;Pro2;Attaquant;;06/04/2025;Match Day;36,3;9268,006093;631,7436021;338,4897647;9,47778536;4880,600006;19;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;22/10/2023;Match Day;35;8988,352932;671,5475131;337,4583812;9,06111836;5158,699998;25;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;17/10/2024;Match Day -3;32,83;7745,605731;966,4907273;333,8449529;7,94167302;4129,699991;17;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;11/11/2023;Match Day;33,2;11602,32811;919,2519045;333,1709737;8,92500714;5652,199992;22;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;23/01/2025;Match Day -2;35;8413,421948;462,6151294;333,1276865;8,60278466;6479,999992;24;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;05/05/2025;Match Day;36,3;6931,247527;448,6458679;332,8959493;9,87223012;3936,699999;18;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;05/05/2025;Match Day;35;6917,283897;448,6458679;332,8959493;9,87223012;3929,499994;18;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;15/12/2024;Match Day;36,3;9300,019188;629,7215371;332,8040555;8,8055626;4676,899997;19;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;26/04/2025;Match Day;35;10049,44432;689,004466;332,1397564;9,74445224;5916,999992;16;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;19/01/2025;Match Day;36,3;10357,427;786,0588328;331,2154525;9,03334056;5829,700007;20;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;02/11/2024;Match Day;35;9277,519698;657,5158684;330,5758794;9,60000768;5956,999987;20;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;17/08/2024;Friendly Match;37,37;9632,996026;672,591709;327,6152074;9,305563;5688,600002;18;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;10/11/2024;Match Day;33,2;8755,611364;792,0601806;327,0765057;9,08611838;4728,200006;16;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;01/03/2025;Match Day;35;9060,503026;587,4666239;326,5493635;9,89723014;5523,799994;17;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;16/11/2024;Match Day;37,37;8749,124815;658,0551767;325,2291067;8,91945158;5480,700002;16;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;26/07/2025;Friendly Match;37,37;11304,59334;671,8448906;321,7982253;9,2500074;7397,199987;19;2025 - 2026;
JOUEUR 15;U19;Milieu;Milieu Axial;19/01/2025;Match Day;33,2;11218,28547;870,2389948;319,4364935;9,06667392;5829,700007;20;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;28/01/2025;Match Day -4;35;7025,863451;390,403041;319,2593787;9,24445184;4851,500004;20;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;28/04/2024;Match Day;35;4812,999467;402,5681026;318,5212737;9,56389654;2853,9;16;2023 - 2024;
JOUEUR 13;U17;Milieu;Milieu Defensif;09/05/2025;Match Day -2;30,29;5130,888785;367,2718487;318,1269684;8,6388958;3844,100005;12;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;27/09/2025;Match Day;36,3;10523,08296;799,3854496;316,5011351;9,56389654;5944,499997;20;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;20/09/2025;Match Day;37,37;7700,590854;566,7224202;316,0808747;10,24723042;4388,9;17;2025 - 2026;
JOUEUR 04;Pro2;Attaquant;;10/11/2024;Match Day;36,3;7835,792137;483,9401698;312,9565996;9,62778548;4141,699992;12;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;19/04/2025;Match Day;35;9481,853405;585,122593;310,8046148;9,64167438;5780,500011;18;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;08/02/2025;Match Day;35;6708,084648;554,9917559;309,3720936;9,19722958;3831,399991;17;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;23/08/2025;Match Day;36,3;10293,63892;634,6760329;304,5614897;8,97500718;5948,699996;16;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;09/05/2025;Match Day -2;33,13;5474,408762;463,6127351;304,2659662;9,06667392;3844,100005;12;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;16/02/2025;Match Day;33,9;9587,683536;796,8589594;303,3582824;9,04445168;5917,699996;21;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;08/08/2025;Pre saison;36,3;5936,799133;205,9013613;303,1262627;9,21389626;5378,899997;12;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;27/08/2023;Match Day;35;6249,156345;415,3794051;300,5399012;9,70000776;3775,199996;15;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;30/08/2025;Match Day;36,3;10433,47277;519,5427407;300,1365428;9,46945202;5870,600012;;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;06/10/2024;Match Day;37,37;10507,08876;790,1907188;298,9054797;9,81667452;5748,599998;13;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;16/08/2024;Pre saison;35;5384,2594;292,574134;297,0563314;9,49445204;3662,300003;18;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;10/05/2025;Match Day;35;6261,266158;326,7900677;292,6061115;9,93889684;3794,499994;16;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;25/08/2024;Match Day;36,3;11059,07572;990,898266;292,246894;9,7083411;5747,100008;16;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;08/12/2024;Match Day;36,3;10851,34997;601,0002829;291,0005528;10,416675;5647,600005;17;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;03/12/2023;Match Day;36,3;9894,224426;572,9763179;290,7891943;9,6388966;5924,299997;16;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;10/10/2025;Match Day -2;33,9;5035,635632;400,1568724;290,2549422;9,0138961;3684,300017;17;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;05/08/2023;Friendly Match;37,37;5619,005656;426,7218595;289,2352945;9,39445196;2863,399999;12;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;01/06/2024;Match Day;33,7;9637,884108;633,2522336;288,4196775;9,34167414;5891,199992;13;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;11/01/2025;Match Day;36,3;10594,72625;714,6597222;288,0975873;9,29445188;5842,100004;16;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;07/02/2025;Match Day -2;33,13;5264,34342;250,9007796;287,7346953;8,45556232;3781,799996;12;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;09/03/2025;Match Day;33,2;9323,982562;495,7613312;287,6218171;8,95278494;5268,900001;12;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;02/09/2023;Match Day;33,7;10690,63538;531,2484713;287,5863007;8,7777848;5878,600012;12;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;06/02/2025;Match Day -3;33,9;6742,457135;579,5575074;286,3686621;8,45556232;4405,2;16;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;17/04/2024;Match Day -4;36,3;8243,674864;781,209932;286,3167203;8,98889608;4698,699996;15;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;06/04/2025;Match Day;33,9;10739,86994;767,3784606;282,3096574;8,96667384;5734,8;19;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;09/08/2025;Friendly Match;33,9;9575,535027;745,4587503;281,7278345;8,76667368;5558,900003;19;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;14/01/2024;Match Day;35;6177,904794;545,3925631;281,4991343;9,5694521;3486,299996;18;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;06/02/2025;Match Day -3;33,2;7755,177588;723,8880268;280,9267991;8,76945146;4405,2;19;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;24/02/2024;Match Day;35;7759,76794;634,7967989;280,4741839;9,03334056;4280,300003;18;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;09/05/2025;Match Day -2;33,7;5547,230842;486,1105655;277,6751371;9,0555628;3844,100005;10;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;17/05/2025;Match Day;35;9912,301426;626,6343579;277,4462408;9,8055634;5623,400004;15;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;16/01/2025;Match Day -2;35;4920,969374;246,5056956;277,3970425;9,46389646;4298,999996;12;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;14/04/2024;Match Day;33,9;9074,007983;723,0330111;277,2196246;8,7361181;5261,199998;14;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;03/11/2024;Match Day;37,37;10197,10565;634,5091364;276,8894562;9,73334112;5744,799996;17;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;08/10/2024;Match Day -2;32,8;5386,141918;684,2248852;276,5413451;8,1388954;5328,800006;10;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;28/08/2025;Match Day -2;34,58;5598,773468;276,2010537;275,40939;8,64167358;4857,200001;;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;31/03/2024;Match Day;37,37;8971,758524;613,9760574;274,158182;9,35834082;4574,300005;15;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;09/09/2023;Match Day;34,58;10227,26849;773,0239644;274,0617541;8,82222928;5659,999978;14;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;03/10/2024;Match Day -2;37,37;4567,689752;176,1307393;273,7580304;9,81111896;3294,999993;9;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;30/11/2024;Friendly Match;35;4970,952438;347,8693773;273,3158539;9,47778536;2752,500001;13;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;25/08/2024;Match Day;37,37;11066,98601;819,7623634;272,4442076;9,94723018;5747,100008;13;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;12/09/2024;Match Day -2;33;5573,762577;465,9116221;272,4237076;8,76111812;4448,299991;17;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;15/10/2023;Match Day;35;5013,955034;360,2737412;272,0305035;9,58611878;2959,000002;14;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;07/11/2024;Match Day -2;35;4645,967738;231,1055918;271,2737052;9,52500762;3503,600007;9;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;26/01/2025;Match Day;36,3;10806,70259;726,3338342;270,5558715;8,94722938;5993,099997;20;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;03/04/2025;Match Day -2;35;5322,921655;366,8301508;270,2944047;9,57778544;4000,099992;15;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;24/08/2024;Match Day;35;7132,047295;525,4302792;270,2144334;9,32778524;4092,099998;22;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;04/04/2024;Match Day -3;37,37;5729,535374;492,4084943;268,6599671;15,21801119;4320;16;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;27/01/2024;Match Day;35;7377,652868;486,9872213;268,5855361;9,2361185;4244,899996;16;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;15/10/2023;Match Day;37,37;10188,59451;733,3514344;268,307719;9,06111836;5720,100009;16;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;12/05/2024;Match Day;35;4372,560981;410,4076194;267,8809734;9,49445204;2283,499997;12;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;08/09/2024;Match Day;37,37;9938,416734;555,5755436;266,1260562;9,35278526;6232,700001;12;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;28/11/2024;Match Day -2;36,3;7983,565125;782,0146328;265,8847063;8,91389602;5110,399997;13;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;03/10/2024;Match Day -2;35;4722,594809;275,8695221;265,6726313;9,5555632;4070,500006;11;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;07/02/2025;Match Day -2;34,6;4924,455257;157,1564035;265,3960646;8,37778448;3781,799996;11;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;13/12/2023;Match Day -4;36,3;10503,91018;1057,553369;264,3100044;9,4166742;7657,09999;19;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;08/08/2025;Pre saison;35;5688,522208;175,5016838;264,2525876;9,83056342;5378,899997;12;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;02/05/2025;Match Day -3;35;5835,73462;301,7035286;263,9026885;10,25834154;4766,800001;15;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;06/10/2024;Match Day;33,9;8345,714937;706,4451301;263,7628725;8,82222928;4489,699994;15;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;28/11/2024;Match Day -2;35;5036,055229;301,3605865;263,1470948;9,42778532;3948,299994;13;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;03/09/2023;Match Day;35;10066,31619;616,2631933;262,9066415;9,84445232;5680,599993;17;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;20/09/2025;Match Day;36,3;7680,429684;485,1307839;262,4702624;9,5138965;4427,800001;14;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;07/10/2023;Match Day;34,58;9339,733485;679,3937161;259,7789199;8,90834046;5019,999995;14;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;23/10/2024;Match Day;33,9;9959,713302;840,7037848;259,547884;9,22500738;5819,299994;15;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;28/08/2025;Match Day -2;30,29;6202,557061;302,7355673;259,3200405;8,49445124;4857,200001;;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;04/04/2025;Match Day -2;33,13;4095,856659;220,3613208;258,9326025;9,20278514;3646,59999;11;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;11/05/2025;Match Day;33,7;10787,13184;788,0845318;258,7701187;8,50278458;5789,999992;13;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;19/01/2025;Match Day;37,37;8048,157919;568,7816295;258,6823863;9,44722978;4467,500006;12;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;17/03/2024;Match Day;37,37;10707,11402;897,3059629;258,6275941;9,20556292;6022,500009;15;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;10/10/2025;Match Day -2;33,7;5300,73266;419,2461917;256,0885032;8,6944514;3684,300017;14;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;30/09/2023;Match Day;33,7;9803,163078;631,1209968;255,5691902;8,84167374;5178,7;15;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;08/10/2023;Match Day;36,3;10247,07849;781,1652229;254,9579405;9,4027853;5582,299991;14;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;22/09/2024;Match Day;33,9;9529,274088;770,1567708;254,1620136;9,20556292;5708,800011;13;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;17/08/2024;Friendly Match;33,9;7823,719488;567,5470152;253,8926195;9,01945166;4020,699998;15;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;13/04/2024;Match Day;34,58;9682,454126;531,4830491;253,0740618;8,76945146;5798,099993;14;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;15/02/2025;Match Day;36,3;7726,012333;537,5529534;252,8975169;8,74722922;4103,000007;16;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;16/08/2025;Friendly Match;36,3;9094,056794;566,1162128;252,4546028;9,71111888;5026,599997;14;2025 - 2026;
JOUEUR 09;Pro2;Defenseur;Central Centre;30/11/2024;Match Day;32,7;9461,512789;542,1607183;251,2953708;8,71945142;6063,199998;13;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;23/01/2025;Match Day -3;33,9;6882,814175;730,6542814;250,4744503;8,49445124;5124,899998;14;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;05/01/2025;Friendly Match;35;5400,121791;355,4683785;249,7402939;9,20000736;2902,400001;13;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;08/09/2024;Match Day;33,7;11594,56135;696,1056557;249,707233;8,96389606;5810,199993;12;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;03/02/2024;Match Day;35;7198,630697;500,1319261;249,3777797;8,78056258;3823,299991;16;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;17/08/2024;Friendly Match;36,3;6922,149741;631,0947792;249,1421901;9,07500726;3677,000003;12;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;23/03/2025;Match Day;34,6;10501,90944;556,3159435;249,0520772;8,68611806;5947,499996;16;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;05/10/2025;Match Day;33,9;11606,77796;843,2599611;248,8869878;8,50556236;6372,299998;19;2025 - 2026;
JOUEUR 04;Pro2;Attaquant;;24/09/2023;Match Day;36,3;7448,527589;516,166094;248,4871988;8,85556264;4132,300001;14;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;28/08/2025;Match Day -2;33,7;6243,451146;342,4044777;246,9777495;8,61667356;4857,200001;;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;03/12/2023;Match Day;37,37;9803,564078;630,5052531;246,9152786;8,99722942;5924,299997;14;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;08/09/2024;Match Day;33,2;11788,92126;979,1444872;245,3814243;8,14445096;5810,199993;14;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;06/10/2024;Match Day;36,3;10817,85405;638,7698037;245,2622531;8,83611818;5748,599998;13;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;04/12/2024;Match Day -3;35;6957,48097;279,9186124;244,2821551;9,35000748;4507,7;14;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;10/04/2025;Match Day -3;33;10740,47962;723,1717468;243,5960464;7,94722858;6580,099981;11;2024 - 2025;
