DisplayName;team;position;underposition;sessionDate;sessionType;allMaxSpeed;distanceTotal;distanceZ5Abs;distanceZ6Abs;maxSpeed;totalTime;entriesZ6Abs;Saison;
JOUEUR 12;U17;Milieu;Milieu Defensif;27/01/2024;Friendly Match;33,13;5689,999911;116,3294545;19,44668677;7,54722826;2577,100009;2;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;15/11/2024;Match Day -1;37,37;4105,366122;240,5537566;19,40757741;7,80000624;3115,399994;2;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;03/09/2025;Match Day -3;33;6589,328385;133,6046452;19,40335165;7,66389502;4069,300005;;2025 - 2026;
JOUEUR 14;U19;Milieu;Milieu Axial;26/03/2025;Match Day -4;33;5731,493233;189,559617;19,39862971;7,638895;4575,000001;2;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;30/09/2023;Match Day;34,6;10114,69087;337,9009168;19,35919336;7,50556156;5584,500004;2;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;25/04/2025;Match Day -1;33,9;4928,91198;220,6612426;19,35579015;7,6250061;3562,299992;3;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;02/05/2025;Match Day -2;32,7;3942,571364;210,3108025;19,33869241;8,11389538;2107,700007;1;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;01/11/2024;Match Day -1;37,37;3832,327788;112,5305932;19,31653324;8,0694509;3345,400008;2;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;10/12/2024;Match Day +3;33,9;5500,518358;160,892596;19,28417567;8,14445096;3781,800015;2;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;03/08/2023;Pre saison;33,13;6052,581045;167,3096608;19,26224337;7,66111724;3305,800001;1;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;04/12/2024;Friendly Match;33,13;4885,142241;1008,081809;19,13857482;8,11667316;2167,200006;1;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;05/11/2024;Match Day +2;33;5421,076468;62,25290053;19,04191055;7,82222848;3521,499986;2;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;12/10/2024;Match Day -1;33,9;3096,117874;173,9697751;19,04085051;7,90556188;3547,199994;1;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;12/08/2024;Pre saison;34,58;4798,425061;40,38920288;19,025851;7,77222844;3707,29999;2;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;22/11/2023;Match Day -3;33,13;4545,782298;102,8832261;19,01468312;7,85833962;3025,899987;1;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;03/10/2023;Match Day +3;33,2;4602,763968;122,8534175;19,00091716;7,78889512;4121,699999;3;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;12/08/2023;Friendly Match;33;9542,563582;255,0932548;18,98911146;8,01945086;4639,099996;2;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;04/10/2023;Match Day -3;32,8;8482,025075;190,7606428;18,86801295;7,73333952;4353,8;2;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;16/10/2024;Match Day +3;34,58;5846,694293;144,6078443;18,86752494;7,84445072;5190,299976;2;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;08/05/2024;Match Day -4;33,9;5856,136201;174,6638083;18,86673713;7,88333964;3984,700003;2;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;21/01/2025;Match Day +2;33,7;1207,428739;45,38258336;18,86356265;7,63611722;1380,299996;2;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;21/05/2025;Match Day -3;33,2;5590,412601;205,5958588;18,84952488;7,71945062;4421,700014;2;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;11/05/2024;Match Day -1;33;3738,794601;138,8934975;18,79613664;7,66389502;3266,000007;2;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;16/04/2025;Match Day -3;32,83;6385,660042;257,7796948;18,78434368;7,81111736;3763,399995;2;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;19/07/2024;Pre saison;36,3;6151,536232;116,1258083;18,77134047;8,13333984;4446,399996;3;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;06/08/2025;Pre saison;32,7;12545,09801;257,6593794;18,75001738;7,46111708;12665,5;2;2025 - 2026;
JOUEUR 11;U17;Defenseur;Lateral Droit;18/03/2024;Match Day +2;33,2;4600,736972;87,13947246;18,74535864;7,78333956;3032,500006;2;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;13/03/2024;Match Day -4;33;8387,93931;114,4583794;18,74218818;8,21667324;7218,900023;2;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;06/11/2024;Match Day +3;34,58;8822,870182;210,1286181;18,66440845;7,43333928;7771,000007;3;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;29/09/2024;Match Day;33,13;4219,213587;130,1533707;18,63475435;8,09167314;1942,000004;1;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;07/05/2025;Match Day +3;30,29;9873,077882;278,0643895;18,62523318;7,46111708;8899,000028;1;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;29/11/2023;Match Day +3;33;2919,560146;36,00488181;18,61391045;7,57222828;3539,499993;1;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;05/10/2024;Match Day -1;33,13;5161,113522;137,1879802;18,61127911;7,96945082;5052,400021;2;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;19/01/2024;Match Day -2;33,9;3646,980766;81,98978807;18,60307904;8,12222872;3361,599991;1;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;09/07/2025;Pre saison;37,37;5738,958794;223,2536135;18,60136573;8,30000664;3651,799999;2;2025 - 2026;
JOUEUR 06;U19;Attaquant;Aillier Droit;09/05/2024;Match Day -3;33,9;5139,69016;139,0670655;18,54064494;7,76945066;4186,000002;1;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;03/12/2023;Match Day;32,83;5949,675825;228,5148896;18,5389011;7,46667264;2934,199996;2;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;12/03/2024;Match Day +3;33,2;3894,989027;137,4978833;18,53746788;8,06111756;3811,90002;2;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;29/05/2024;Match Day -4;33;7740,047371;169,6309252;18,52774309;7,5416727;4894,699986;1;2023 - 2024;
JOUEUR 06;U19;Attaquant;Aillier Droit;30/10/2024;Match Day -4;33,9;5357,241823;118,8247855;18,51175944;7,96111748;4946,099974;2;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;26/04/2025;Friendly Match;33,2;6199,483892;460,6558628;18,50758394;7,83056182;2950,600003;1;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;11/10/2024;Match Day -2;33;5538,446978;236,5058481;18,49385791;7,7083395;4565,200003;2;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;16/09/2023;Match Day -1;36,3;4986,274162;179,1652299;18,49251902;7,4305615;5628,600005;2;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;03/10/2023;Match Day -4;32,8;11191,41585;297,4981504;18,43752144;8,06667312;6509,299984;1;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;08/10/2024;Match Day +2;33,7;3503,376663;145,7131771;18,43607807;7,94167302;2424,999998;1;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;28/11/2023;Match Day +2;32,7;4349,215643;820,489926;18,40529565;7,51945046;4709,300005;1;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;17/12/2024;Match Day -4;32,8;5812,936228;228,4751673;18,39229763;7,2500058;3424,600002;2;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;07/10/2025;Treve;35;4762,514306;68,80012389;18,38913926;8,20556212;5551,999995;1;2025 - 2026;
JOUEUR 11;U17;Defenseur;Lateral Droit;20/08/2025;Match Day -3;33,2;7027,658102;1115,977767;18,38107602;7,32778364;5013,200004;0;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;29/11/2023;Match Day -3;33,13;8021,173066;877,0552745;18,36829431;7,82778404;4331,599986;2;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;10/07/2025;Pre saison;36,3;1269,925123;33,11114244;18,35279828;7,81111736;2586,69999;1;2025 - 2026;
JOUEUR 09;Pro2;Defenseur;Central Centre;10/11/2023;Match Day -2;32,7;4332,830395;74,34556235;18,35224699;8,25833994;3908,800005;2;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;24/02/2025;Match Day -5;33,2;4291,372157;96,06187208;18,31529568;7,93611746;2726,800001;2;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;19/10/2024;Match Day -1;33,2;2579,993786;31,32175897;18,30690809;8,34445112;3200,400012;1;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;27/01/2024;Match Day;33;10064,3415;378,5655147;18,30029062;7,2361169;5024,999998;0;2023 - 2024;
JOUEUR 13;U17;Milieu;Milieu Defensif;28/09/2024;Match Day -1;30,29;7955,844067;1110,572028;18,29690359;7,20000576;4452,299982;0;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;03/12/2024;Match Day +3;34,58;5126,767153;57,74011425;18,26897739;7,7361173;3578,099997;2;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;16/04/2024;Match Day +3;33,2;5268,671957;173,8227139;18,26884129;7,82222848;4284,600001;1;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;03/09/2023;Match Day;32,83;4605,252873;185,8677625;18,25753486;7,95000636;2240,399995;1;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;26/01/2024;Match Day -1;34,58;4096,134728;77,5940656;18,24879047;7,86389518;3486,199997;2;2023 - 2024;
JOUEUR 13;U17;Milieu;Milieu Defensif;06/09/2023;Match Day -3;30,29;5329,150583;119,6879111;18,21752033;7,7638951;3206,4;1;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;11/10/2023;Match Day +3;32,8;2001,957485;56,65313116;18,21057947;7,70000616;3152,899996;2;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;25/03/2025;Match Day -4;35;3943,125854;97,50980394;18,19613977;8,22778436;2864,9;1;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;16/08/2023;Pre saison;30,29;10703,46812;181,913678;18,19051956;7,71389506;7328,600004;2;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;20/11/2024;Match Day -4;36,3;5643,287777;177,6255715;18,15252322;8,0277842;4166,199999;1;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;15/12/2023;Match Day -2;33,2;6937,989738;145,7914238;18,10668751;7,72778396;4215,200006;1;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;15/01/2025;Match Day -4;33,2;9519,468687;264,0388734;18,08093006;7,7083395;8741,600018;2;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;26/07/2024;Pre saison;33,13;3033,07492;139,6751734;18,08051229;7,74167286;2919,399995;2;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;18/10/2023;Match Day -3;34,58;10921,80113;720,8464577;18,03608213;8,39445116;7285,599993;1;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;02/10/2024;Match Day +3;33,2;9571,63811;201,6233171;18,01406971;7,64445056;6604,899987;1;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;12/04/2024;Match Day -1;34,58;5290,868752;96,94476865;18,01092294;8,38611782;3937,299986;1;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;05/09/2024;Match Day -3;33,7;7996,35276;1277,709481;17,95212581;7,77500622;4774,499993;2;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;27/01/2025;Match Day +2;32,7;6132,407007;179,3620908;17,90703302;8,1666732;3562,900007;1;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;07/11/2023;Match Day -3;32,8;7572,364189;215,6525789;17,88424997;7,5555616;3985,500007;2;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;16/10/2024;Match Day +3;33,7;9599,379885;286,8101499;17,86584024;7,5555616;7904,400036;1;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;08/11/2023;Match Day -3;34,6;6729,027515;83,11883992;17,82975106;7,41945038;3929,500003;1;2023 - 2024;
JOUEUR 09;Pro2;Defenseur;Central Centre;30/07/2024;Pre saison;32,7;5503,574608;50,85609661;17,82030664;8,07778424;4589,400013;1;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;26/04/2024;Match Day -1;33,2;4848,810006;90,54302824;17,80559069;8,06389534;4278,699997;1;2023 - 2024;
JOUEUR 04;Pro2;Attaquant;;30/07/2025;Friendly Match;36,3;5777,965605;278,2515568;17,80391763;8,17222876;2830,300004;1;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;02/02/2024;Match Day -1;33,7;4616,567293;115,2238142;17,80050908;7,35000588;3852,100005;3;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;15/08/2024;Pre saison;35;3892,534499;138,7781827;17,78759583;8,64445136;3939,200002;1;2024 - 2025;
JOUEUR 07;U19;Milieu;Milieu Offensif;01/08/2024;Pre saison;32,83;7929,820435;1395,27409;17,73569664;7,55000604;4745,599981;1;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;08/05/2025;Match Day -3;33,2;6740,917156;648,5678931;17,70669678;7,2777836;5125,599993;0;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;05/10/2024;Match Day -1;30,29;7887,652058;709,239392;17,69895408;7,48333932;6269,200018;1;2024 - 2025;
JOUEUR 07;U19;Milieu;Milieu Offensif;12/10/2024;Match Day -1;32,83;4540,47472;127,7654846;17,63780485;7,92778412;3054,499993;2;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;22/08/2023;Pre saison;34,6;4452,707715;47,10468332;17,62219062;7,8055618;4186,899996;1;2023 - 2024;
JOUEUR 03;Pro2;Attaquant;;12/08/2025;Pre saison;35;3119,254661;89,20597259;17,61545576;7,78333956;4009,899989;2;2025 - 2026;
JOUEUR 13;U17;Milieu;Milieu Defensif;06/02/2025;Match Day -3;30,29;7843,155049;715,9573675;17,61308384;7,222228;5372,499986;2;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;24/01/2024;Match Day -4;32,7;8082,35284;580,8438402;17,59920602;8,60834022;5281,099992;1;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;17/09/2025;Match Day -5;33;8157,320092;92,91376994;17,59751719;7,85000628;6205,400013;2;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;08/11/2024;Match Day -2;34,58;5358,48921;275,9661986;17,51858167;7,85556184;3236,600006;2;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;21/03/2025;Match Day -1;37,37;4072,608549;105,3295593;17,5180125;7,85278406;3710,400005;1;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;24/11/2024;Match Day;34,58;2949,947145;94,75065849;17,47884922;8,31111776;1460,499993;1;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;10/11/2023;Match Day -1;33,2;5327,094411;75,85368513;17,38947397;7,80833958;3570,799991;2;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;15/05/2025;Match Day -3;33,7;6508,313382;171,8843282;17,3739151;7,78056178;4342,600002;2;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;08/08/2024;Pre saison;33,2;6223,1454;698,7033405;17,36280827;8,16389542;3085,999992;1;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;01/05/2025;Match Day -3;33;5024,994004;56,97148269;17,3550223;7,61389498;4940,899991;3;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;12/10/2024;Match Day -1;34,58;3129,191788;131,6858759;17,35330591;7,73333952;3020,599995;1;2024 - 2025;
JOUEUR 05;U19;Attaquant;Avant Centre;03/02/2024;Treve;34,58;9120,356416;255,8499336;17,31851751;7,66111724;4681,499984;1;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;21/09/2025;Match Day;32,83;3532,597355;234,8460443;17,30892023;7,5694505;1763,699996;2;2025 - 2026;
JOUEUR 13;U17;Milieu;Milieu Defensif;26/03/2025;Match Day -3;30,29;6654,12695;126,4781419;17,29801618;7,74445064;5507,800001;1;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;15/08/2024;Pre saison;33,7;3488,340307;125,797527;17,29134808;7,52222824;4846,099994;1;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;20/08/2024;Match Day -4;35;5997,548109;221,95151;17,27335203;7,7916729;3902,6;2;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;16/10/2025;Match Day -2;35;5438,808595;221,1246348;17,24351357;7,53889492;5362,499998;2;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;06/02/2024;Match Day +3;33,7;4689,735138;160,3686518;17,20924314;7,52222824;4603,200002;3;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;26/01/2024;Match Day -1;37,37;3898,094505;100,1966442;17,20197519;8,10278426;3486,199997;2;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;09/10/2025;Match Day -3;37,37;7126,651963;584,019347;17,19224982;7,65833946;4953,600014;2;2025 - 2026;
JOUEUR 13;U17;Milieu;Milieu Defensif;06/09/2025;Friendly Match;30,29;9532,945353;396,0454344;17,18167818;7,40556148;5184;;2025 - 2026;
JOUEUR 08;U17;Defenseur;Central Centre;15/05/2025;Match Day -3;34,6;7912,493246;324,8222758;17,17503714;7,56667272;4342,600002;2;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;11/01/2025;Friendly Match;30,29;7543,759046;364,9906809;17,14391827;7,58889496;4236,699989;2;2024 - 2025;
JOUEUR 13;U17;Milieu;Milieu Defensif;20/03/2024;Match Day -4;30,29;7456,788603;436,3160744;17,09402514;7,48333932;3849,499997;1;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;25/07/2025;Pre saison;32,8;5964,266423;122,2212171;17,08564514;7,50556156;4151,699997;2;2025 - 2026;
JOUEUR 05;U19;Attaquant;Avant Centre;02/10/2024;Match Day +3;34,58;9024,986207;346,9135592;17,07223873;7,4027837;7262,999991;1;2024 - 2025;
JOUEUR 08;U17;Defenseur;Central Centre;27/09/2025;Match Day;34,6;455,9745204;24,78386935;17,02030757;7,30278362;209,6999973;1;2025 - 2026;
JOUEUR 11;U17;Defenseur;Lateral Droit;16/05/2025;Match Day -2;33,2;3888,11007;155,9176473;17,01447876;7,33889476;3139,699993;2;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;27/03/2024;Match Day -4;33;5709,571558;119,7356838;17,00336909;7,94167302;3661,500016;1;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;14/01/2025;Match Day +2;33,2;3722,108189;66,02977473;16,99913913;7,93611746;2424,6;2;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;08/05/2024;Match Day -4;33;6934,793778;96,77666902;16,98336975;8,09167314;3984,700003;2;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;03/10/2025;Match Day -2;33,2;4130,109867;369,9468683;16,96641983;7,8055618;3936,200002;2;2025 - 2026;
JOUEUR 01;U17;Attaquant;Aillier Gauche;01/08/2024;Pre saison;33,7;6083,252419;1016,690772;16,96301627;7,37222812;4919,30001;0;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;19/01/2024;Match Day -2;33;3772,632269;61,63173622;16,93863707;7,99445084;3361,599991;1;2023 - 2024;
JOUEUR 15;U19;Milieu;Milieu Axial;09/09/2023;Match Day -1;33,2;3779,315074;101,1209165;16,90169953;7,81667292;4486,600005;1;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;05/10/2025;Match Day;33,2;9181,67161;225,3069197;16,89135594;7,99167306;5763,2;1;2025 - 2026;
JOUEUR 03;Pro2;Attaquant;;26/09/2024;Match Day -3;35;2577,059385;89,50608222;16,84891265;7,86667296;2561,500004;2;2024 - 2025;
JOUEUR 01;U17;Attaquant;Aillier Gauche;14/05/2025;Match Day +3;33,7;4257,076579;81,15050529;16,81559347;8,3888956;3697,300001;1;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;07/08/2025;Pre saison;36,3;6989,61516;156,2836099;16,80531318;7,8333396;5104,599998;2;2025 - 2026;
JOUEUR 14;U19;Milieu;Milieu Axial;22/10/2023;Match Day;33;2744,788409;124,2482647;16,78357534;8,00278418;1509,399999;2;2023 - 2024;
JOUEUR 11;U17;Defenseur;Lateral Droit;20/11/2024;Match Day +3;33,2;4980,714794;99,56537903;16,77787034;7,8055618;4525,700007;1;2024 - 2025;
JOUEUR 11;U17;Defenseur;Lateral Droit;06/03/2024;Match Day -3;33,2;7218,788902;327,6525856;16,72025467;8,48889568;4926,3;1;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;03/10/2023;Match Day +3;33,7;4792,041051;124,9462644;16,70996251;7,638895;4121,699999;2;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;24/08/2024;Pre saison;33;4078,124508;164,6550426;16,68947807;7,5277838;3435,499994;2;2024 - 2025;
JOUEUR 03;Pro2;Attaquant;;18/10/2024;Match Day -1;35;3214,882058;56,08135156;16,65619865;7,75833954;3114,500008;2;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;08/11/2023;Match Day -4;33;6876,074563;96,48015267;16,65247427;8,10833982;3859,899989;1;2023 - 2024;
JOUEUR 02;Pro2;Milieu;;23/10/2024;Treve;32,8;8971,330243;528,8706277;16,62280793;7,8472285;6820,500007;1;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;01/08/2024;Pre saison;33,2;7609,805155;746,7940815;16,61914246;7,74445064;4745,599981;2;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;18/09/2025;Match Day -2;37,37;3784,893363;197,4285461;16,61891724;7,58611718;3453,800006;2;2025 - 2026;
JOUEUR 02;Pro2;Milieu;;03/04/2024;Match Day -3;32,8;7277,95627;316,326771;16,61059128;7,75278398;3624,200012;1;2023 - 2024;
JOUEUR 08;U17;Defenseur;Central Centre;07/10/2025;Match Day +2;34,6;5185,996908;68,00665997;16,5977463;7,64722834;3344,500014;1;2025 - 2026;
JOUEUR 08;U17;Defenseur;Central Centre;21/08/2025;Match Day -3;34,6;5993,259665;177,9232437;16,58364742;8,1250065;4232,599998;1;2025 - 2026;
JOUEUR 10;Pro2;Attaquant;Attaquant;06/09/2024;Match Day -1;37,37;4290,626123;113,4569616;16,57342306;7,7638951;3326,100002;1;2024 - 2025;
JOUEUR 15;U19;Milieu;Milieu Axial;26/08/2023;Pre saison;33,2;4853,961694;104,2936513;16,57342032;8,00278418;5584,800001;2;2023 - 2024;
JOUEUR 14;U19;Milieu;Milieu Axial;14/05/2025;Friendly Match;33;1805,142255;69,20142575;16,5705944;7,99445084;822,5000065;1;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;12/09/2023;Match Day +3;32,8;8184,910946;60,82271745;16,56580968;7,94167302;6557,700005;1;2023 - 2024;
JOUEUR 07;U19;Milieu;Milieu Offensif;05/04/2024;Match Day -2;32,83;6489,269058;143,2573294;16,49365014;7,54445048;4231,700003;1;2023 - 2024;
JOUEUR 05;U19;Attaquant;Avant Centre;26/08/2025;Match Day +3;34,58;4883,536107;139,3087462;16,4933713;8,0416731;4470,600013;1;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;13/09/2024;Match Day -2;33,13;3802,679448;66,88665488;16,4786495;7,47500598;3681,499998;2;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;02/09/2023;Match Day;33,13;6414,687742;203,6440799;16,45391449;7,64445056;3867,40001;2;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;02/05/2024;Match Day -2;37,37;5402,888652;252,1049441;16,45003245;7,36389478;3617,800018;1;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;11/10/2025;Match Day -1;33,13;4047,155051;133,679366;16,44446624;7,52222824;3642,900005;2;2025 - 2026;
JOUEUR 13;U17;Milieu;Milieu Defensif;03/08/2024;Friendly Match;30,29;7855,804587;289,823693;16,43247261;7,4583393;3719,299991;1;2024 - 2025;
JOUEUR 06;U19;Attaquant;Aillier Droit;16/09/2023;Match Day -1;33,9;4562,096085;202,4332741;16,35553657;7,43889484;5628,600005;1;2023 - 2024;
JOUEUR 13;U17;Milieu;Milieu Defensif;05/09/2024;Match Day -3;30,29;8083,480871;1252,006699;16,31546686;7,38333924;4774,499993;1;2024 - 2025;
JOUEUR 09;Pro2;Defenseur;Central Centre;09/07/2025;Pre saison;32,7;5470,3428;193,1543861;16,3037912;7,41111704;3651,799999;1;2025 - 2026;
JOUEUR 13;U17;Milieu;Milieu Defensif;27/11/2024;Match Day -3;30,29;11180,30884;717,3082176;16,22726003;7,82778404;7148,399991;1;2024 - 2025;
JOUEUR 04;Pro2;Attaquant;;18/07/2024;Pre saison;36,3;7470,109403;68,94285084;16,19114157;8,0416731;4921,000016;2;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;06/12/2024;Match Day -1;37,37;4742,282365;131,8723147;16,18525363;7,83889516;3808,600007;1;2024 - 2025;
JOUEUR 10;Pro2;Attaquant;Attaquant;11/01/2025;Match Day -1;37,37;4064,888289;144,2842503;16,18469683;8,29722886;3245,300009;1;2024 - 2025;
JOUEUR 02;Pro2;Milieu;;30/07/2025;Rehab;32,8;6753,739096;141,3313875;16,17531261;7,70000616;4496,600002;1;2025 - 2026;
JOUEUR 12;U17;Milieu;Milieu Defensif;09/03/2024;Match Day;33,13;11772,62483;267,7867227;16,16171114;7,9444508;5657,199996;1;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;01/09/2025;Match Day +2;37,37;6133,909741;115,8787475;16,11948508;7,96111748;5275,600001;;2025 - 2026;
JOUEUR 07;U19;Milieu;Milieu Offensif;03/10/2023;Match Day +3;32,83;5324,362311;177,7558688;16,10586029;7,89167298;4121,699999;2;2023 - 2024;
JOUEUR 10;Pro2;Attaquant;Attaquant;22/10/2024;Treve;37,37;4696,307022;85,86226534;16,10064919;8,17778432;3169,799983;3;2024 - 2025;
JOUEUR 14;U19;Milieu;Milieu Axial;03/11/2023;Match Day -1;33;4655,025701;102,9101252;16,07864183;7,82778404;4180,80001;1;2023 - 2024;
JOUEUR 01;U17;Attaquant;Aillier Gauche;03/12/2024;Match Day +2;33,7;4334,410222;44,55162496;16,01614823;8,29445108;3316,299996;1;2024 - 2025;
JOUEUR 12;U17;Milieu;Milieu Defensif;05/08/2023;Friendly Match;33,13;5004,268952;91,6823928;16,01608896;7,85556184;2476,099999;1;2023 - 2024;
JOUEUR 13;U17;Milieu;Milieu Defensif;27/09/2023;Match Day -3;30,29;6495,380173;148,5751026;16,00476122;7,84445072;3894,399992;1;2023 - 2024;
JOUEUR 12;U17;Milieu;Milieu Defensif;03/09/2025;Match Day -3;33,13;6026,172757;132,523378;16,00003604;7,66111724;4069,300005;;2025 - 2026;
